StartTime,RunType,Target,ExecutionTimeSeconds,WarehouseSize,JobName,MinuteShift,Description,iso_format_start,iso_format_end
2025-04-20T21:29:09.320000,Incremental,prod,149.053,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 21:29:09.32,2025-04-20 21:31:38.373
2025-04-20T21:20:46.032000,Incremental,prod,101.025,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 21:20:46.032,2025-04-20 21:22:27.057
2025-04-20T21:05:49.758000,Incremental,prod,103.747,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 21:05:49.758,2025-04-20 21:07:33.505
2025-04-20T20:50:49.924000,Incremental,prod,102.49,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 20:50:49.924,2025-04-20 20:52:32.414
2025-04-20T20:35:44.599000,Incremental,prod,144.694,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 20:35:44.599,2025-04-20 20:38:09.293
2025-04-20T20:29:02.845000,Incremental,prod,126.322,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 20:29:02.845,2025-04-20 20:31:09.167
2025-04-20T20:20:49.384000,Incremental,prod,102.098,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 20:20:49.384,2025-04-20 20:22:31.482
2025-04-20T20:05:51.683000,Incremental,prod,100.383,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 20:05:51.683,2025-04-20 20:07:32.066
2025-04-20T19:50:53.425000,Incremental,prod,98.411,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 19:50:53.425,2025-04-20 19:52:31.836
2025-04-20T19:35:47.656000,Incremental,prod,125.628,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 19:35:47.656,2025-04-20 19:37:53.284
2025-04-20T19:29:01.976000,Incremental,prod,128.101,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 19:29:01.976,2025-04-20 19:31:10.077
2025-04-20T19:20:48.154000,Incremental,prod,103.253,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 19:20:48.154,2025-04-20 19:22:31.407
2025-04-20T19:05:49.340000,Incremental,prod,102.487,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 19:05:49.34,2025-04-20 19:07:31.827
2025-04-20T18:50:46.900000,Incremental,prod,98.078,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 18:50:46.9,2025-04-20 18:52:24.978
2025-04-20T18:35:48.998000,Incremental,prod,146.411,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 18:35:48.998,2025-04-20 18:38:15.409
2025-04-20T18:29:02.921000,Incremental,prod,122.451,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 18:29:02.921,2025-04-20 18:31:05.372
2025-04-20T18:20:51.032000,Incremental,prod,104.382,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 18:20:51.032,2025-04-20 18:22:35.414
2025-04-20T18:05:51.314000,Incremental,prod,98.013,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 18:05:51.314,2025-04-20 18:07:29.327
2025-04-20T17:50:56.054000,Incremental,prod,99.926,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 17:50:56.054,2025-04-20 17:52:35.98
2025-04-20T17:35:52.877000,Incremental,prod,149.969,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 17:35:52.877,2025-04-20 17:38:22.846
2025-04-20T17:28:59.837000,Incremental,prod,124.989,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 17:28:59.837,2025-04-20 17:31:04.826
2025-04-20T17:20:59.622000,Incremental,prod,101.445,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 17:20:59.622,2025-04-20 17:22:41.067
2025-04-20T17:05:54.072000,Incremental,prod,101.001,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 17:05:54.072,2025-04-20 17:07:35.073
2025-04-20T16:50:49.290000,Incremental,prod,102.021,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 16:50:49.29,2025-04-20 16:52:31.311
2025-04-20T16:35:49.846000,Incremental,prod,151.961,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 16:35:49.846,2025-04-20 16:38:21.807
2025-04-20T16:29:05.732000,Incremental,prod,126.207,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 16:29:05.732,2025-04-20 16:31:11.939
2025-04-20T16:20:56.988000,Incremental,prod,102.397,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 16:20:56.988,2025-04-20 16:22:39.385
2025-04-20T16:05:55.852000,Incremental,prod,100.936,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 16:05:55.852,2025-04-20 16:07:36.788
2025-04-20T15:50:51.352000,Incremental,prod,99.129,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 15:50:51.352,2025-04-20 15:52:30.481
2025-04-20T15:35:44.807000,Incremental,prod,153.743,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 15:35:44.807,2025-04-20 15:38:18.55
2025-04-20T15:29:05.081000,Incremental,prod,128.846,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 15:29:05.081,2025-04-20 15:31:13.927
2025-04-20T15:20:52.252000,Incremental,prod,100.719,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 15:20:52.252,2025-04-20 15:22:32.971
2025-04-20T15:05:45.600000,Incremental,prod,104.026,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 15:05:45.6,2025-04-20 15:07:29.626
2025-04-20T14:50:48.834000,Incremental,prod,101.59,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 14:50:48.834,2025-04-20 14:52:30.424
2025-04-20T14:35:52.670000,Incremental,prod,147.7,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 14:35:52.67,2025-04-20 14:38:20.37
2025-04-20T14:29:11.491000,Incremental,prod,124.349,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 14:29:11.491,2025-04-20 14:31:15.84
2025-04-20T14:20:57.750000,Incremental,prod,97.903,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 14:20:57.75,2025-04-20 14:22:35.653
2025-04-20T14:05:51.685000,Incremental,prod,98.655,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 14:05:51.685,2025-04-20 14:07:30.34
2025-04-20T13:50:50.043000,Incremental,prod,96.938,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 13:50:50.043,2025-04-20 13:52:26.981
2025-04-20T13:35:50.106000,Incremental,prod,148.91,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 13:35:50.106,2025-04-20 13:38:19.016
2025-04-20T13:29:16.687000,Incremental,prod,124.815,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 13:29:16.687,2025-04-20 13:31:21.502
2025-04-20T13:20:55.029000,Incremental,prod,98.053,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 13:20:55.029,2025-04-20 13:22:33.082
2025-04-20T13:05:50.797000,Incremental,prod,100.243,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 13:05:50.797,2025-04-20 13:07:31.04
2025-04-20T12:51:00.299000,Incremental,prod,99.228,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 12:51:00.299,2025-04-20 12:52:39.527
2025-04-20T12:35:53.609000,Incremental,prod,150.359,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 12:35:53.609,2025-04-20 12:38:23.968
2025-04-20T12:29:09.199000,Incremental,prod,129.815,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 12:29:09.199,2025-04-20 12:31:19.014
2025-04-20T12:20:51.957000,Incremental,prod,102.784,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 12:20:51.957,2025-04-20 12:22:34.741
2025-04-20T12:05:57.042000,Incremental,prod,100.82,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 12:05:57.042,2025-04-20 12:07:37.862
2025-04-20T11:50:51.519000,Incremental,prod,95.964,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 11:50:51.519,2025-04-20 11:52:27.483
2025-04-20T11:35:55.071000,Incremental,prod,144.226,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 11:35:55.071,2025-04-20 11:38:19.297
2025-04-20T11:29:10.620000,Incremental,prod,128.301,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 11:29:10.62,2025-04-20 11:31:18.921
2025-04-20T11:20:57.352000,Incremental,prod,102.149,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 11:20:57.352,2025-04-20 11:22:39.501
2025-04-20T11:05:49.294000,Incremental,prod,103.105,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 11:05:49.294,2025-04-20 11:07:32.399
2025-04-20T10:50:52.199000,Incremental,prod,100.538,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 10:50:52.199,2025-04-20 10:52:32.737
2025-04-20T10:35:56.222000,Incremental,prod,148.704,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 10:35:56.222,2025-04-20 10:38:24.926
2025-04-20T10:29:10.696000,Incremental,prod,126.863,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 10:29:10.696,2025-04-20 10:31:17.559
2025-04-20T10:21:01.349000,Incremental,prod,97.636,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 10:21:01.349,2025-04-20 10:22:38.985
2025-04-20T10:05:53.521000,Incremental,prod,101.718,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 10:05:53.521,2025-04-20 10:07:35.239
2025-04-20T09:50:50.217000,Incremental,prod,94.872,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 09:50:50.217,2025-04-20 09:52:25.089
2025-04-20T09:35:54.796000,Incremental,prod,146.269,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 09:35:54.796,2025-04-20 09:38:21.065
2025-04-20T09:29:12.392000,Incremental,prod,130.236,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 09:29:12.392,2025-04-20 09:31:22.628
2025-04-20T09:20:55.669000,Incremental,prod,97.426,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 09:20:55.669,2025-04-20 09:22:33.095
2025-04-20T09:05:49.680000,Incremental,prod,99.09,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 09:05:49.68,2025-04-20 09:07:28.77
2025-04-20T08:50:57.589000,Incremental,prod,102.466,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 08:50:57.589,2025-04-20 08:52:40.055
2025-04-20T08:35:53.401000,Incremental,prod,147.145,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 08:35:53.401,2025-04-20 08:38:20.546
2025-04-20T08:29:16.458000,Incremental,prod,127.681,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 08:29:16.458,2025-04-20 08:31:24.139
2025-04-20T08:20:57.847000,Incremental,prod,127.643,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 08:20:57.847,2025-04-20 08:23:05.49
2025-04-20T08:05:59.760000,Incremental,prod,310.182,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 08:05:59.76,2025-04-20 08:11:09.942
2025-04-20T07:50:48.769000,Incremental,prod,102.453,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 07:50:48.769,2025-04-20 07:52:31.222
2025-04-20T07:35:59.096000,Incremental,prod,147.865,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 07:35:59.096,2025-04-20 07:38:26.961
2025-04-20T07:29:11.425000,Incremental,prod,143.936,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 07:29:11.425,2025-04-20 07:31:35.361
2025-04-20T07:20:57.930000,Incremental,prod,101.255,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 07:20:57.93,2025-04-20 07:22:39.185
2025-04-20T07:05:59.371000,Incremental,prod,98.404,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 07:05:59.371,2025-04-20 07:07:37.775
2025-04-20T06:50:55.242000,Incremental,prod,99.04,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 06:50:55.242,2025-04-20 06:52:34.282
2025-04-20T06:35:58.233000,Incremental,prod,151.684,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 06:35:58.233,2025-04-20 06:38:29.917
2025-04-20T06:29:11.560000,Incremental,prod,130.983,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 06:29:11.56,2025-04-20 06:31:22.543
2025-04-20T06:20:56.411000,Incremental,prod,100.24,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 06:20:56.411,2025-04-20 06:22:36.651
2025-04-20T06:05:51.620000,Incremental,prod,99.086,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 06:05:51.62,2025-04-20 06:07:30.706
2025-04-20T05:50:55.591000,Incremental,prod,101.02,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 05:50:55.591,2025-04-20 05:52:36.611
2025-04-20T05:35:49.429000,Incremental,prod,150.681,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 05:35:49.429,2025-04-20 05:38:20.11
2025-04-20T05:29:10.417000,Incremental,prod,124.662,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 05:29:10.417,2025-04-20 05:31:15.079
2025-04-20T05:20:56.935000,Incremental,prod,99.173,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 05:20:56.935,2025-04-20 05:22:36.108
2025-04-20T05:05:56.047000,Incremental,prod,96.839,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 05:05:56.047,2025-04-20 05:07:32.886
2025-04-20T04:50:49.043000,Incremental,prod,98.722,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 04:50:49.043,2025-04-20 04:52:27.765
2025-04-20T04:35:58.575000,Incremental,prod,147.101,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 04:35:58.575,2025-04-20 04:38:25.676
2025-04-20T04:29:12.707000,Incremental,prod,132.608,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 04:29:12.707,2025-04-20 04:31:25.315
2025-04-20T04:20:50.554000,Incremental,prod,101.225,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 04:20:50.554,2025-04-20 04:22:31.779
2025-04-20T04:05:55.238000,Incremental,prod,99.458,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 04:05:55.238,2025-04-20 04:07:34.696
2025-04-20T03:50:59.459000,Incremental,prod,94.985,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 03:50:59.459,2025-04-20 03:52:34.444
2025-04-20T03:35:56.337000,Incremental,prod,150.069,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 03:35:56.337,2025-04-20 03:38:26.406
2025-04-20T03:29:13.549000,Incremental,prod,128.121,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 03:29:13.549,2025-04-20 03:31:21.67
2025-04-20T03:20:51.398000,Incremental,prod,100.499,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 03:20:51.398,2025-04-20 03:22:31.897
2025-04-20T03:05:48.648000,Incremental,prod,100.18,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 03:05:48.648,2025-04-20 03:07:28.828
2025-04-20T02:50:59.358000,Incremental,prod,93.489,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 02:50:59.358,2025-04-20 02:52:32.847
2025-04-20T02:35:56.572000,Incremental,prod,145.747,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 02:35:56.572,2025-04-20 02:38:22.319
2025-04-20T02:29:13.366000,Incremental,prod,126.048,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 02:29:13.366,2025-04-20 02:31:19.414
2025-04-20T02:20:58.998000,Incremental,prod,96.544,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 02:20:58.998,2025-04-20 02:22:35.542
2025-04-20T02:05:55.508000,Incremental,prod,101.732,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 02:05:55.508,2025-04-20 02:07:37.24
2025-04-20T01:51:00.710000,Incremental,prod,101.033,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 01:51:00.71,2025-04-20 01:52:41.743
2025-04-20T01:35:52.405000,Incremental,prod,153.616,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 01:35:52.405,2025-04-20 01:38:26.021
2025-04-20T01:29:19.010000,Incremental,prod,122.822,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 01:29:19.01,2025-04-20 01:31:21.832
2025-04-20T01:21:01.647000,Incremental,prod,100.643,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 01:21:01.647,2025-04-20 01:22:42.29
2025-04-20T01:05:57.721000,Incremental,prod,103.344,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 01:05:57.721,2025-04-20 01:07:41.065
2025-04-20T00:50:56.500000,Incremental,prod,101.531,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 00:50:56.5,2025-04-20 00:52:38.031
2025-04-20T00:35:56.999000,Incremental,prod,150.608,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 00:35:56.999,2025-04-20 00:38:27.607
2025-04-20T00:29:07.233000,Incremental,prod,127.814,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 00:29:07.233,2025-04-20 00:31:15.047
2025-04-20T00:20:52.853000,Incremental,prod,101.182,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 00:20:52.853,2025-04-20 00:22:34.035
2025-04-20T00:05:56.618000,Incremental,prod,102.753,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-20 00:05:56.618,2025-04-20 00:07:39.371
2025-04-19T23:50:58.105000,Incremental,prod,102.52,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-19 23:50:58.105,2025-04-19 23:52:40.625
2025-04-19T23:35:53.658000,Incremental,prod,158.949,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-19 23:35:53.658,2025-04-19 23:38:32.607
2025-04-19T23:29:15.410000,Incremental,prod,122.701,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-19 23:29:15.41,2025-04-19 23:31:18.111
2025-04-19T23:20:56.744000,Incremental,prod,101.196,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-19 23:20:56.744,2025-04-19 23:22:37.94
2025-04-19T23:05:47.216000,Incremental,prod,103.433,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-19 23:05:47.216,2025-04-19 23:07:30.649
2025-04-19T22:50:55.279000,Incremental,prod,100.169,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-19 22:50:55.279,2025-04-19 22:52:35.448
2025-04-19T22:35:50.494000,Incremental,prod,154.819,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-19 22:35:50.494,2025-04-19 22:38:25.313
2025-04-19T22:29:56.876000,Incremental,prod,125.075,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-19 22:29:56.876,2025-04-19 22:32:01.951
2025-04-19T22:21:24.375000,Incremental,prod,101.745,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-19 22:21:24.375,2025-04-19 22:23:06.12
2025-04-19T22:05:55.002000,Incremental,prod,104.34,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-19 22:05:55.002,2025-04-19 22:07:39.342
2025-04-19T21:50:50.272000,Incremental,prod,101.121,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-19 21:50:50.272,2025-04-19 21:52:31.393
2025-04-19T21:35:48.712000,Incremental,prod,147.819,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-19 21:35:48.712,2025-04-19 21:38:16.531
2025-04-19T21:29:13.042000,Incremental,prod,125.883,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-19 21:29:13.042,2025-04-19 21:31:18.925
2025-04-19T21:21:03.445000,Incremental,prod,101.307,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-19 21:21:03.445,2025-04-19 21:22:44.752
2025-04-19T21:05:57.529000,Incremental,prod,96.967,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-19 21:05:57.529,2025-04-19 21:07:34.496
2025-04-19T20:50:54.047000,Incremental,prod,100.091,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-19 20:50:54.047,2025-04-19 20:52:34.138
2025-04-19T20:35:59.055000,Incremental,prod,154.494,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-19 20:35:59.055,2025-04-19 20:38:33.549
2025-04-19T20:29:10.090000,Incremental,prod,126.982,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-19 20:29:10.09,2025-04-19 20:31:17.072
2025-04-19T20:20:51.894000,Incremental,prod,102.893,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-19 20:20:51.894,2025-04-19 20:22:34.787
2025-04-19T20:05:52.706000,Incremental,prod,103.068,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-19 20:05:52.706,2025-04-19 20:07:35.774
2025-04-19T19:50:52.495000,Incremental,prod,101.039,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-19 19:50:52.495,2025-04-19 19:52:33.534
