StartTime,RunType,Target,ExecutionTime,User,Role,Warehouse,WarehouseSize,Cost,Status,JobName
2025-04-20T11:35:55.071000+00:00,Incremental,prod,144.226,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1724193151,Success,TextpicksSeenIncremental
2025-04-20T11:29:10.620000+00:00,Incremental,prod,128.301,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1529683664,Success,TextpicksSeenIncremental
2025-04-20T11:20:57.352000+00:00,Incremental,prod,102.149,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1220438308,Success,TextpicksSeenIncremental
2025-04-20T11:05:49.294000+00:00,Incremental,prod,103.105,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1231864994,Success,TextpicksSeenIncremental
2025-04-20T10:50:52.199000+00:00,Incremental,prod,100.538,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1107545634,Success,TextpicksSeenIncremental
2025-04-20T10:35:56.222000+00:00,Incremental,prod,148.704,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1639060637,Success,TextpicksSeenIncremental
2025-04-20T10:29:10.696000+00:00,Incremental,prod,126.863,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1396538219,Success,TextpicksSeenIncremental
2025-04-20T10:21:01.349000+00:00,Incremental,prod,97.636,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1074398244,Success,TextpicksSeenIncremental
2025-04-20T10:05:53.521000+00:00,Incremental,prod,101.718,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1119911086,Success,TextpicksSeenIncremental
2025-04-20T09:50:50.217000+00:00,Incremental,prod,94.872,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1140927454,Success,TextpicksSeenIncremental
2025-04-20T09:35:54.796000+00:00,Incremental,prod,146.269,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1762632789,Success,TextpicksSeenIncremental
2025-04-20T09:29:12.392000+00:00,Incremental,prod,130.236,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1567526385,Success,TextpicksSeenIncremental
2025-04-20T09:20:55.669000+00:00,Incremental,prod,97.426,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1171510993,Success,TextpicksSeenIncremental
2025-04-20T09:05:49.680000+00:00,Incremental,prod,99.09,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1188744229,Success,TextpicksSeenIncremental
2025-04-20T08:50:57.589000+00:00,Incremental,prod,102.466,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.08672804917,Success,TextpicksSeenIncremental
2025-04-20T08:35:53.401000+00:00,Incremental,prod,147.145,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.124933478,Success,TextpicksSeenIncremental
2025-04-20T08:29:16.458000+00:00,Incremental,prod,127.681,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.108376354,Success,TextpicksSeenIncremental
2025-04-20T08:20:57.847000+00:00,Incremental,prod,127.643,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1082307376,Success,TextpicksSeenIncremental
2025-04-20T08:05:59.760000+00:00,Incremental,prod,310.182,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.2639054555,Success,TextpicksSeenIncremental
2025-04-20T07:50:48.769000+00:00,Incremental,prod,102.453,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1235114808,Success,TextpicksSeenIncremental
2025-04-20T07:35:59.096000+00:00,Incremental,prod,147.865,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.178607691,Success,TextpicksSeenIncremental
2025-04-20T07:29:11.425000+00:00,Incremental,prod,143.936,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1738437817,Success,TextpicksSeenIncremental
2025-04-20T07:20:57.930000+00:00,Incremental,prod,101.255,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1213413515,Success,TextpicksSeenIncremental
2025-04-20T07:05:59.371000+00:00,Incremental,prod,98.404,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1184060571,Success,TextpicksSeenIncremental
2025-04-20T06:50:55.242000+00:00,Incremental,prod,99.04,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1181927669,Success,TextpicksSeenIncremental
2025-04-20T06:35:58.233000+00:00,Incremental,prod,151.684,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1813303773,Success,TextpicksSeenIncremental
2025-04-20T06:29:11.560000+00:00,Incremental,prod,130.983,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1565406865,Success,TextpicksSeenIncremental
2025-04-20T06:20:56.411000+00:00,Incremental,prod,100.24,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1195660843,Success,TextpicksSeenIncremental
2025-04-20T06:05:51.620000+00:00,Incremental,prod,99.086,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1181971405,Success,TextpicksSeenIncremental
2025-04-20T05:50:55.591000+00:00,Incremental,prod,101.02,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1162458868,Success,TextpicksSeenIncremental
2025-04-20T05:35:49.429000+00:00,Incremental,prod,150.681,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1736501766,Success,TextpicksSeenIncremental
2025-04-20T05:29:10.417000+00:00,Incremental,prod,124.662,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1430267333,Success,TextpicksSeenIncremental
2025-04-20T05:20:56.935000+00:00,Incremental,prod,99.173,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1140124036,Success,TextpicksSeenIncremental
2025-04-20T05:05:56.047000+00:00,Incremental,prod,96.839,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.110789986,Success,TextpicksSeenIncremental
2025-04-20T04:50:49.043000+00:00,Incremental,prod,98.722,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1187853704,Success,TextpicksSeenIncremental
2025-04-20T04:35:58.575000+00:00,Incremental,prod,147.101,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1774176564,Success,TextpicksSeenIncremental
2025-04-20T04:29:12.707000+00:00,Incremental,prod,132.608,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1597234983,Success,TextpicksSeenIncremental
2025-04-20T04:20:50.554000+00:00,Incremental,prod,101.225,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1219768428,Success,TextpicksSeenIncremental
2025-04-20T04:05:55.238000+00:00,Incremental,prod,99.458,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1197419305,Success,TextpicksSeenIncremental
2025-04-20T03:50:59.459000+00:00,Incremental,prod,94.985,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.12010326,Success,TextpicksSeenIncremental
2025-04-20T03:35:56.337000+00:00,Incremental,prod,150.069,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1903448856,Success,TextpicksSeenIncremental
2025-04-20T03:29:13.549000+00:00,Incremental,prod,128.121,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1623112323,Success,TextpicksSeenIncremental
2025-04-20T03:20:51.398000+00:00,Incremental,prod,100.499,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1271786664,Success,TextpicksSeenIncremental
2025-04-20T03:05:48.648000+00:00,Incremental,prod,100.18,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1267978638,Success,TextpicksSeenIncremental
2025-04-20T02:50:59.358000+00:00,Incremental,prod,93.489,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1176758737,Success,TextpicksSeenIncremental
2025-04-20T02:35:56.572000+00:00,Incremental,prod,145.747,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1836349686,Success,TextpicksSeenIncremental
2025-04-20T02:29:13.366000+00:00,Incremental,prod,126.048,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1583183566,Success,TextpicksSeenIncremental
2025-04-20T02:20:58.998000+00:00,Incremental,prod,96.544,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1213351664,Success,TextpicksSeenIncremental
2025-04-20T02:05:55.508000+00:00,Incremental,prod,101.732,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1279834171,Success,TextpicksSeenIncremental
2025-04-20T01:51:00.710000+00:00,Incremental,prod,101.033,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1206270662,Success,TextpicksSeenIncremental
2025-04-20T01:35:52.405000+00:00,Incremental,prod,153.616,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1836470178,Success,TextpicksSeenIncremental
2025-04-20T01:29:19.010000+00:00,Incremental,prod,122.822,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1467373322,Success,TextpicksSeenIncremental
2025-04-20T01:21:01.647000+00:00,Incremental,prod,100.643,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1201107244,Success,TextpicksSeenIncremental
2025-04-20T01:05:57.721000+00:00,Incremental,prod,103.344,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1231781446,Success,TextpicksSeenIncremental
2025-04-20T00:50:56.500000+00:00,Incremental,prod,101.531,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1188378862,Success,TextpicksSeenIncremental
2025-04-20T00:35:56.999000+00:00,Incremental,prod,150.608,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1763773874,Success,TextpicksSeenIncremental
2025-04-20T00:29:07.233000+00:00,Incremental,prod,127.814,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1490648538,Success,TextpicksSeenIncremental
2025-04-20T00:20:52.853000+00:00,Incremental,prod,101.182,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1180194196,Success,TextpicksSeenIncremental
2025-04-20T00:05:56.618000+00:00,Incremental,prod,102.753,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1201846751,Success,TextpicksSeenIncremental
2025-04-19T23:50:58.105000+00:00,Incremental,prod,102.52,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1188525971,Success,TextpicksSeenIncremental
2025-04-19T23:35:53.658000+00:00,Incremental,prod,158.949,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1845976467,Success,TextpicksSeenIncremental
2025-04-19T23:29:15.410000+00:00,Incremental,prod,122.701,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1425141207,Success,TextpicksSeenIncremental
2025-04-19T23:20:56.744000+00:00,Incremental,prod,101.196,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1173120662,Success,TextpicksSeenIncremental
2025-04-19T23:05:47.216000+00:00,Incremental,prod,103.433,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1199768842,Success,TextpicksSeenIncremental
2025-04-19T22:50:55.279000+00:00,Incremental,prod,100.169,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1119707475,Success,TextpicksSeenIncremental
2025-04-19T22:35:50.494000+00:00,Incremental,prod,154.819,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1737483146,Success,TextpicksSeenIncremental
2025-04-19T22:29:56.876000+00:00,Incremental,prod,125.075,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1400967641,Success,TextpicksSeenIncremental
2025-04-19T22:21:24.375000+00:00,Incremental,prod,101.745,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1140165939,Success,TextpicksSeenIncremental
2025-04-19T22:05:55.002000+00:00,Incremental,prod,104.34,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1169105048,Success,TextpicksSeenIncremental
2025-04-19T21:50:50.272000+00:00,Incremental,prod,101.121,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1085006607,Success,TextpicksSeenIncremental
2025-04-19T21:35:48.712000+00:00,Incremental,prod,147.819,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1589187474,Success,TextpicksSeenIncremental
2025-04-19T21:29:13.042000+00:00,Incremental,prod,125.883,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1351043894,Success,TextpicksSeenIncremental
2025-04-19T21:21:03.445000+00:00,Incremental,prod,101.307,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.108626308,Success,TextpicksSeenIncremental
2025-04-19T21:05:57.529000+00:00,Incremental,prod,96.967,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1039438507,Success,TextpicksSeenIncremental
2025-04-19T20:50:54.047000+00:00,Incremental,prod,100.091,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1214360246,Success,TextpicksSeenIncremental
2025-04-19T20:35:59.055000+00:00,Incremental,prod,154.494,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1876612874,Success,TextpicksSeenIncremental
2025-04-19T20:29:10.090000+00:00,Incremental,prod,126.982,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1539172808,Success,TextpicksSeenIncremental
2025-04-19T20:20:51.894000+00:00,Incremental,prod,102.893,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1248187207,Success,TextpicksSeenIncremental
2025-04-19T20:05:52.706000+00:00,Incremental,prod,103.068,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1252104498,Success,TextpicksSeenIncremental
2025-04-19T19:50:52.495000+00:00,Incremental,prod,101.039,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1098802809,Success,TextpicksSeenIncremental
2025-04-19T19:36:01.606000+00:00,Incremental,prod,149.004,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1624875067,Success,TextpicksSeenIncremental
2025-04-19T19:29:19.183000+00:00,Incremental,prod,128.184,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1396611433,Success,TextpicksSeenIncremental
2025-04-19T19:21:04.149000+00:00,Incremental,prod,102.2,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1111875176,Success,TextpicksSeenIncremental
2025-04-19T19:05:56.182000+00:00,Incremental,prod,101.709,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.110741046,Success,TextpicksSeenIncremental
2025-04-19T18:50:55.145000+00:00,Incremental,prod,96.862,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1091082,Success,TextpicksSeenIncremental
2025-04-19T18:35:51.524000+00:00,Incremental,prod,150.941,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1703649807,Success,TextpicksSeenIncremental
2025-04-19T18:29:13.936000+00:00,Incremental,prod,126.548,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1428620209,Success,TextpicksSeenIncremental
2025-04-19T18:20:56.537000+00:00,Incremental,prod,99.311,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.111968342,Success,TextpicksSeenIncremental
2025-04-19T18:05:52.551000+00:00,Incremental,prod,106.191,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1197570476,Success,TextpicksSeenIncremental
2025-04-19T17:50:48.163000+00:00,Incremental,prod,101.259,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.12082148,Success,TextpicksSeenIncremental
2025-04-19T17:35:51.206000+00:00,Incremental,prod,146.637,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1752686492,Success,TextpicksSeenIncremental
2025-04-19T17:29:09.275000+00:00,Incremental,prod,128.209,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1530804531,Success,TextpicksSeenIncremental
2025-04-19T17:21:00.924000+00:00,Incremental,prod,123.65,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1474927961,Success,TextpicksSeenIncremental
2025-04-19T17:05:48.558000+00:00,Incremental,prod,100.354,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.119777275,Success,TextpicksSeenIncremental
2025-04-19T16:50:50.921000+00:00,Incremental,prod,98.68,PREFECT_USER,ANALYST_ROLE,COMPUTE_WH,Medium,0.1108904046,Success,TextpicksSeenIncremental
